patent_number,kind,type,provenance,title,assignee,matched_assignee,inventor,priority_date,filing_date,publication_date,grant_date,pdf,google_patents_url,abstract
US11282253B2,B2,grant,snap_filed, Matching audio to a state-space model for pseudorandom animation,Snap Inc.,Snap Inc,Gurunandan Krishnan Gorumkonda,2019-09-30,2019-09-30,2022-03-22,2022-03-22,https://patentimages.storage.googleapis.com/f3/1c/9e/2c74cbf63ac5f1/US11282253.pdf,https://patents.google.com/patent/US11282253B2/en,"The control points can have possible motions assigned to describe all possible movements of all parts of the model. A designer can then <b>assign</b> a probability to each motion, so that during a displayed animation, the likelihood of certain motions occurring are set probabilistically by the designer."
US11297224B2,B2,grant,snap_filed, Automated eyewear device sharing system,Snap Inc.,Snap Inc|Snapchat Inc,Andrew Bartow,2019-09-30,2019-09-30,2022-04-05,2022-04-05,https://patentimages.storage.googleapis.com/8f/f4/f4/28bd5e6fd860d8/US11297224.pdf,https://patents.google.com/patent/US11297224B2/en,"Systems, devices, media, and methods are described for capturing a series of raw images by portable electronic devices, such as wearable devices including eyewear, and automating the process of processing such raw images by a client mobile device, such as a smart phone, such automation including &hellip;"
US11329944B2,B2,grant,snap_filed, Prioritizing transmissions based on user engagement,Snap Inc.,Snap Inc,Joshua Schumacher,2020-03-03,2020-03-03,2022-05-10,2022-05-10,https://patentimages.storage.googleapis.com/6f/24/df/c3ffe75a03ac87/US11329944.pdf,https://patents.google.com/patent/US11329944B2/en,Systems and methods are provided for transmitting events. The systems and methods include operations for: receiving data indicating a level of user engagement with a messaging application for a given user; determining that the level of user engagement is below a specified threshold; prioritizing a &hellip;
US11340762B2,B2,grant,snap_filed, Ranking augmented reality content based on messaging contacts,Snap Inc.,Snap Inc,Mariya Apanovych,2020-03-26,2021-03-17,2022-05-24,2022-05-24,https://patentimages.storage.googleapis.com/5a/8f/46/b9a29637f0c305/US11340762.pdf,https://patents.google.com/patent/US11340762B2/en,"Aspects of the present disclosure involve ranking augmented reality content. The program and method provide for receiving, by a messaging application, a request from a first user to compose a message for sending to a preselected second user, the message being configured to include an image &hellip;"
US11343323B2,B2,grant,snap_filed, Augmented reality objects registry,Snap Inc.,Snap Inc,Jennica Pounds,2019-12-31,2019-12-31,2022-05-24,2022-05-24,https://patentimages.storage.googleapis.com/68/ea/b8/b3b6ba3b307a72/US11343323.pdf,https://patents.google.com/patent/US11343323B2/en,"&hellip;  a geographic partition of the map, and the geographic partition containing the position of the client device on the map; and <b>assign</b> the client device to a given session operating on the given session server, the given session being for interacting with the at least one augmented reality object."
US11347554B1,B1,grant,snap_filed, Context-aware job prioritization,Snap Inc.,Snap Inc,Irina Kotelnikova,2019-11-14,2019-11-14,2022-05-31,2022-05-31,https://patentimages.storage.googleapis.com/68/ae/1c/1f1ec093b290ba/US11347554.pdf,https://patents.google.com/patent/US11347554B1/en,"Systems and methods are provided for a context-aware scheduler. In one example embodiment, the context-aware scheduler accesses a stored application context to determine that the stored application context corresponds to a change in application context from a first application context according to &hellip;"
US11348297B2,B2,grant,snap_filed, State-space system for pseudorandom animation,Snap Inc.,Snap Inc,Gurunandan Krishnan Gorumkonda,2019-09-30,2019-09-30,2022-05-31,2022-05-31,https://patentimages.storage.googleapis.com/5b/33/7a/114a6cfc57763f/US11348297.pdf,https://patents.google.com/patent/US11348297B2/en,"The control points can have possible motions assigned to describe all possible movements of all parts of the model. A designer can then <b>assign</b> a probability to each motion, so that during a displayed animation, the likelihood of certain motions occurring are set probabilistically by the designer."
US11354702B2,B2,grant,snap_filed, Generating interactive advertising with content collections,Snap Inc.,Snap Inc,Jacob Andreou,2017-04-28,2021-01-14,2022-06-07,2022-06-07,https://patentimages.storage.googleapis.com/41/00/b9/a5ea223de50c45/US11354702.pdf,https://patents.google.com/patent/US11354702B2/en,"Systems, devices, media, instructions, and methods are provided for presentation of media collections with automated interactive advertising. In one embodiment, a server system merges advertising data with interaction elements to create an advertising element, and communicates the advertising &hellip;"
US11367101B2,B2,grant,snap_filed, Interactive advertising with media collections,Snap Inc.,Snap Inc,Jacob Andreou,2017-04-28,2020-12-03,2022-06-21,2022-06-21,https://patentimages.storage.googleapis.com/b5/78/04/67a5fd35c6950d/US11367101.pdf,https://patents.google.com/patent/US11367101B2/en,"Systems, devices, media, instructions, and methods are provided for presentation of media collections with automated interactive advertising. In one embodiment, a client device receives content elements for display as part of a content collection. Advertising data is also received for display &hellip;"
US11409407B2,B2,grant,snap_filed, Map-based graphical user interface indicating geospatial activity metrics,Snap Inc.,Snap Inc,Daniel Amitay,2017-04-27,2018-04-27,2022-08-09,2022-08-09,https://patentimages.storage.googleapis.com/2d/9a/7c/006e9c18e2758a/US11409407.pdf,https://patents.google.com/patent/US11409407B2/en,A server-side administrative interface for a social media platform allows for restriction of defined geographical areas. Social media items originating from such restricted areas are automatically filtered or age-restricted for availability via a map-based graphical user interface of the social &hellip;
US11429618B2,B2,grant,snap_filed, Surfacing augmented reality objects,Snap Inc.,Snap Inc,Jennica Pounds,2019-12-30,2019-12-30,2022-08-30,2022-08-30,https://patentimages.storage.googleapis.com/16/ad/da/6d988730e3543a/US11429618.pdf,https://patents.google.com/patent/US11429618B2/en,"Various embodiments provide for a registry for augmented reality (AR) objects, which can provide AR objects to a client device to support various software or hardware applications. For instance, some embodiments provide for an AR object registry that facilitates or enables registration of one or &hellip;"
US11430247B2,B2,grant,snap_filed, Image generation using surface-based neural synthesis,Snap Inc.,Snap Inc,Iason Kokkinos,2019-11-15,2020-11-13,2022-08-30,2022-08-30,https://patentimages.storage.googleapis.com/33/c4/83/58609cca08195a/US11430247.pdf,https://patents.google.com/patent/US11430247B2/en,"Aspects of the present disclosure involve a system and a method for performing operations comprising: receiving a two-dimensional continuous surface representation of a three-dimensional object, the continuous surface comprising a plurality of landmark locations; determining a first set of soft &hellip;"
US11449539B2,B2,grant,snap_filed, Automated local story generation and curation,Snap Inc.,Snap Inc,Maria Pavlovskaia,2015-05-05,2020-02-10,2022-09-20,2022-09-20,https://patentimages.storage.googleapis.com/82/22/7c/b47283b167cde6/US11449539.pdf,https://patents.google.com/patent/US11449539B2/en,"&hellip;  to users that are very close to this location. Rather than making the story available to all users within a larger geographic area, the system may automatically <b>assign</b> an area to the story, and may make the story available only to users in the area that was generated and assigned for that story."
US11451707B2,B2,grant,snap_filed, Image capture eyewear with auto-send,Snap Inc.,Snap Inc,Yu Jiang Tham,2018-05-01,2021-03-31,2022-09-20,2022-09-20,https://patentimages.storage.googleapis.com/95/a0/8d/8c4e647f83134b/US11451707.pdf,https://patents.google.com/patent/US11451707B2/en,"a processor configured to <b>assign</b> one or more recipients to each of the first recipient indicator and the second recipient indicator, distinctly present one of the first recipient indicator or the second recipient indicator by the display system responsive to the selector, capture the image of the &hellip;"
US11455465B2,B2,grant,other_assignee, Book analysis and recommendation,Booxby Inc.,Snap Inc,Holly Lynn Payne,2016-10-13,2019-11-08,2022-09-27,2022-09-27,https://patentimages.storage.googleapis.com/48/7f/53/ce0c6c983c2e31/US11455465.pdf,https://patents.google.com/patent/US11455465B2/en,"&hellip;  reviews of a book, social commentary on their experience with the book, and ratings for a book. Example social media websites/applications may include, but are not limited to, facebook.com by Facebook, Inc., twitter.com by Twitter, Inc., and Snapchat by <b>Snap Inc</b>. The book processing system 102"
US11457196B2,B2,grant,snap_filed, Effects for 3D data in a messaging system,Snap Inc.,Snap Inc,Kyle Goodrich,2019-08-28,2020-08-28,2022-09-27,2022-09-27,https://patentimages.storage.googleapis.com/a2/00/78/8c59e2cdc470b8/US11457196.pdf,https://patents.google.com/patent/US11457196B2/en,"The subject technology selects a set of augmented reality content generators from a plurality of available augmented reality content generator based on metadata associated with each respective augmented reality content generator. The subject technology receives, at a client device, a selection of &hellip;"
US11460974B1,B1,grant,snap_filed, Content discovery refresh,Snap Inc.,Snap Inc,Michael Brian Murray,2017-11-28,2018-08-23,2022-10-04,2022-10-04,https://patentimages.storage.googleapis.com/8e/47/08/a08d67e132a1ca/US11460974.pdf,https://patents.google.com/patent/US11460974B1/en,"&hellip;  to users that are very close to this location. Rather than making the story available to all users within a larger geographic area, the system may automatically <b>assign</b> an area to the story, and may make the story available only to users in the area that was generated and assigned for that story."
US11460991B2,B2,grant,snap_filed, Prioritizing display of user icons associated with content,Snap Inc.,Snap Inc,Jeremy Voss,2019-12-30,2021-03-05,2022-10-04,2022-10-04,https://patentimages.storage.googleapis.com/b5/6a/7d/f0c70cc6397687/US11460991.pdf,https://patents.google.com/patent/US11460991B2/en,"Aspects of the present disclosure involve a system comprising a computer-readable storage medium storing a program and method for prioritizing display of an icon representing a user with available content. The program and method provide for determining a display order for multiple icons, each icon &hellip;"
US11468150B2,B2,grant,snap_filed, Collaborative public user profile,Snap Inc.,Snap Inc,Trevor Denton,2018-09-28,2020-08-04,2022-10-11,2022-10-11,https://patentimages.storage.googleapis.com/31/f0/f2/ed549209729d1a/US11468150.pdf,https://patents.google.com/patent/US11468150B2/en,A system to generate a graphical user interface to display a presentation of a set of shared user groups between users of a social networking service is described. Embodiments of the present disclosure relate generally to systems for: receiving an identification of a second user from a user &hellip;
